GEO.display-label,HC03_VC48,HC03_VC49,HC03_VC50,HC03_VC56,HC03_VC64,HC03_VC69,HC03_VC70
"Census Tract 8123.01, Cook County, Illinois",98.6,67.3,16,9.5,0,5.8,1.4
"Census Tract 8123.02, Cook County, Illinois",94.4,75.3,15.9,3.2,0,0,5.6
"Census Tract 8124, Cook County, Illinois",96.2,77.3,12.5,5.8,0,0.6,3.8
"Census Tract 8125, Cook County, Illinois",97.8,57.9,36.1,1.5,0,2.2,2.2
"Census Tract 8126, Cook County, Illinois",95.2,62.2,24,6.5,0,2.5,4.8
"Census Tract 8127, Cook County, Illinois",95.5,69.2,16.5,4.8,0,4.8,4.5
"Census Tract 8128.01, Cook County, Illinois",96.3,66,23.4,5.3,0,1.6,3.7
"Census Tract 8128.02, Cook County, Illinois",97.8,74.4,13.5,2.6,0,7.4,2.2
"Census Tract 8129, Cook County, Illinois",93.8,75.4,12.9,5.3,0,0.2,6.2
"Census Tract 8130, Cook County, Illinois",95.8,70.3,23.1,1.7,0,0.7,4.2
"Census Tract 8131, Cook County, Illinois",96.6,54.4,34,4.8,0,3.3,3.4
"Census Tract 8132, Cook County, Illinois",96.8,75.1,13.9,6.5,0,1.3,3.2
"Census Tract 8133.01, Cook County, Illinois",100,40.6,6.3,0.3,0,52.8,0
"Census Tract 8133.02, Cook County, Illinois",99.2,41,6.2,0,0,52,0.8
"Census Tract 8134, Cook County, Illinois",97.8,40.5,6.3,0.8,0,49.1,2.2
"Census Tract 8135, Cook County, Illinois",98.2,45.8,1.8,0.4,0,49.6,1.8
"Census Tract 8136, Cook County, Illinois",100,34.7,1.4,2.6,0,60.6,0
"Census Tract 8137.01, Cook County, Illinois",99.4,41.9,4.6,0,0,50.3,0.6
"Census Tract 8137.02, Cook County, Illinois",98.6,35.9,10.5,0,0,52.1,1.4
"Census Tract 8138.01, Cook County, Illinois",99.9,39.5,1.6,0.3,0,58.4,0.1
"Census Tract 8138.02, Cook County, Illinois",98.9,46.2,5.5,0.7,0,46,1.1
"Census Tract 8139, Cook County, Illinois",97.8,41.4,3.5,0.6,0,50.3,2.2
"Census Tract 8140, Cook County, Illinois",100,61.3,2.2,1.3,0,34.3,0
"Census Tract 8141, Cook County, Illinois",96.7,45.5,1.6,0,0.3,49,3.3
"Census Tract 8142, Cook County, Illinois",98.5,43.5,0.6,0,0,53.9,1.5
"Census Tract 8143, Cook County, Illinois",97.4,36.2,3.6,0.2,0,56.5,2.6
"Census Tract 8144, Cook County, Illinois",98.9,57.4,1.3,1.1,0,39,1.1
"Census Tract 8145, Cook County, Illinois",96.3,50.7,3.5,0.2,0,41.4,3.7
"Census Tract 8146, Cook County, Illinois",93.3,65.7,8.6,1.2,0,17.9,6.7
"Census Tract 8147, Cook County, Illinois",97.1,63.3,3.1,4.9,0,25.8,2.9
"Census Tract 8148, Cook County, Illinois",99.8,74.9,7.4,2.5,0,14.7,0.2
"Census Tract 8149, Cook County, Illinois",98.4,71.2,15.7,1.7,0,9.9,1.6
"Census Tract 8150, Cook County, Illinois",94,58.9,12.2,5.2,0,17.7,6
"Census Tract 8151, Cook County, Illinois",98.3,63.1,5.4,2.3,0,25.9,1.7
"Census Tract 8152, Cook County, Illinois",98.9,62.4,8.7,1.4,0,25.5,1.1
"Census Tract 8153, Cook County, Illinois",94.7,67.4,2.3,2.2,0,22.8,5.3
"Census Tract 8154, Cook County, Illinois",98.2,79.7,2.9,1.6,0,14.1,1.8
"Census Tract 8155, Cook County, Illinois",96.3,58.6,0.2,0.2,0,36.9,3.7
"Census Tract 8156, Cook County, Illinois",97.2,83.9,2.1,1.2,0,10,2.8
"Census Tract 8157.01, Cook County, Illinois",99.4,94.6,0.9,0.5,0,3.4,0.6
"Census Tract 8157.02, Cook County, Illinois",99.6,90.6,2.9,2.6,0,3.5,0.4
"Census Tract 8158, Cook County, Illinois",97.3,88.3,5.5,0.8,0,2.8,2.7
"Census Tract 8159, Cook County, Illinois",98.3,49,35.3,14,0,0,1.7
"Census Tract 8160, Cook County, Illinois",98.1,64.8,28,4.3,0,1,1.9
"Census Tract 8161, Cook County, Illinois",96.8,55.2,28.5,7,0,6,3.2
"Census Tract 8162, Cook County, Illinois",95.3,65.4,11,1.9,0,17.1,4.7
"Census Tract 8163, Cook County, Illinois",98.9,61.7,2.3,1,0,33.9,1.1
"Census Tract 8164.01, Cook County, Illinois",99.1,55,3.8,0.2,0,40.1,0.9
"Census Tract 8164.02, Cook County, Illinois",99.3,47.3,6.1,0,0.1,45.8,0.7
"Census Tract 8165, Cook County, Illinois",94.5,50.9,4,0.1,0,39.4,5.5
"Census Tract 8166, Cook County, Illinois",97.3,47.1,0.9,1.1,0,48.2,2.7
"Census Tract 8167, Cook County, Illinois",97.8,55,9.6,4.7,0,28.5,2.2
"Census Tract 8168, Cook County, Illinois",98.9,52.6,25.1,6.3,0,14.4,1.1
"Census Tract 8169, Cook County, Illinois",94.1,19.1,62.3,1.1,0,10.7,5.9
"Census Tract 8170, Cook County, Illinois",99.4,20.7,70,0.1,0,8.7,0.6
"Census Tract 8171.01, Cook County, Illinois",97.5,5.6,89.3,1.1,0,1.5,2.5
"Census Tract 8171.02, Cook County, Illinois",98.8,8.5,83.5,0,0,6.8,1.2
"Census Tract 8172, Cook County, Illinois",99,4,87.1,0,0,7.9,1
"Census Tract 8173, Cook County, Illinois",97.9,13.5,73.8,0.7,0,9.9,2.1
"Census Tract 8174, Cook County, Illinois",99.6,34.7,37.6,1.4,0,25.9,0.4
"Census Tract 8175, Cook County, Illinois",100,14.3,74.6,0.2,0,10.9,0
"Census Tract 8176, Cook County, Illinois",98.9,14.3,81,0,0,3.6,1.1
"Census Tract 8177, Cook County, Illinois",100,9.1,87.9,0.1,0,2.9,0
"Census Tract 8179, Cook County, Illinois",98.9,21.2,75.4,1.9,0,0.4,1.1
"Census Tract 8180, Cook County, Illinois",97.4,43.5,41.1,8.4,0,3.8,2.6
"Census Tract 8181, Cook County, Illinois",98.2,71.4,13.9,7.5,0,5.4,1.8
"Census Tract 8182, Cook County, Illinois",95.3,64.2,27.6,1.3,0,2,4.7
"Census Tract 8183, Cook County, Illinois",99.7,34.3,42.7,1.3,0,21.4,0.3
"Census Tract 8184.01, Cook County, Illinois",98.7,59.3,27.5,3.7,0,7.4,1.3
"Census Tract 8184.02, Cook County, Illinois",99.4,72.2,13.4,3.3,0,10.5,0.6
"Census Tract 8185, Cook County, Illinois",94.4,77,10.9,3.8,0,2.7,5.6
"Census Tract 8186, Cook County, Illinois",99.9,89.9,6.8,3.2,0,0,0.1
"Census Tract 8187, Cook County, Illinois",99.3,91,3.7,0.4,0,3.7,0.7
"Census Tract 8188, Cook County, Illinois",99.6,96.1,1.7,1,0,0.9,0.4
"Census Tract 8189, Cook County, Illinois",99.6,94.1,3.1,1,0,1.4,0.4
"Census Tract 8190, Cook County, Illinois",98.9,97.5,0.6,0,0,0.8,1.1
"Census Tract 8191, Cook County, Illinois",95.8,82.1,5,1.4,0,7.2,4.2
"Census Tract 8192, Cook County, Illinois",98.6,90.1,4.2,1.8,0,2.4,1.4
"Census Tract 8193, Cook County, Illinois",96.5,80.5,6.4,1,0,8.7,3.5
"Census Tract 8194, Cook County, Illinois",97.4,89.5,3.2,0.5,0,2.1,2.6
"Census Tract 8195, Cook County, Illinois",98,74.9,19.9,2.7,0,0.6,2
"Census Tract 8196, Cook County, Illinois",98.8,92.3,5.5,0.5,0,0.5,1.2
"Census Tract 8197, Cook County, Illinois",98.9,95.4,0.6,2.7,0,0.2,1.1
"Census Tract 8198.01, Cook County, Illinois",99.3,98.4,0,0.9,0,0,0.7
"Census Tract 8198.02, Cook County, Illinois",98.1,94.5,0.2,2.5,0,0.9,1.9
"Census Tract 8199, Cook County, Illinois",98.9,98.6,0,0.2,0,0,1.1
"Census Tract 8200, Cook County, Illinois",96.1,82.2,1,12.9,0,0,3.9
"Census Tract 8201.01, Cook County, Illinois",98.9,94.5,1.6,2.6,0,0.2,1.1
"Census Tract 8201.03, Cook County, Illinois",99.3,91.4,2.8,2,0,3.1,0.7
"Census Tract 8201.04, Cook County, Illinois",98.1,87,6.3,0.9,0,3.2,1.9
"Census Tract 8202.01, Cook County, Illinois",99.8,89.6,1.6,7.3,0,1.3,0.2
"Census Tract 8202.02, Cook County, Illinois",99.4,87,1.5,0.4,0,9.6,0.6
"Census Tract 8203, Cook County, Illinois",98.2,78.6,2.7,5.1,0,11.9,1.8
"Census Tract 8204, Cook County, Illinois",99.7,59.9,16.8,1,0,22,0.3
"Census Tract 8205.01, Cook County, Illinois",100,93.2,0.4,4.1,0,2.2,0
"Census Tract 8205.02, Cook County, Illinois",99.2,85.5,3,2.4,0,8,0.8
"Census Tract 8206.03, Cook County, Illinois",96.3,79.1,11.7,2,0,3.3,3.7
"Census Tract 8206.04, Cook County, Illinois",94.4,83,1.4,0,0,10,5.6
"Census Tract 8206.05, Cook County, Illinois",97.8,44.2,51.5,0,0,2.1,2.2
"Census Tract 8206.06, Cook County, Illinois",97.7,90.7,0.9,1.1,0,4.1,2.3
"Census Tract 8207, Cook County, Illinois",96.8,70.3,0,2.6,0,22.2,3.2
"Census Tract 8208, Cook County, Illinois",98.4,75.2,5,1.7,0,16.4,1.6
"Census Tract 8209.01, Cook County, Illinois",99.4,89.3,2.6,0.7,0,6.5,0.6
"Census Tract 8209.02, Cook County, Illinois",96.3,70.8,2.7,6.2,0,15.6,3.7
"Census Tract 8210.01, Cook County, Illinois",98.9,85.8,1.4,2.9,0,8.7,1.1
"Census Tract 8210.02, Cook County, Illinois",98.6,88.6,2,0.5,0,7.6,1.4
"Census Tract 8211.01, Cook County, Illinois",99.6,81.9,1.6,4.3,0,10.4,0.4
"Census Tract 8211.02, Cook County, Illinois",96.6,86.6,1.1,0.3,0,8.6,3.4
"Census Tract 8212, Cook County, Illinois",97.1,27.1,44.9,0,0,24.7,2.9
"Census Tract 8213, Cook County, Illinois",98.3,46.4,29,1.7,0,21.2,1.7
"Census Tract 8214.01, Cook County, Illinois",97.1,10.4,86.8,0,0,0,2.9
"Census Tract 8214.02, Cook County, Illinois",99.7,5.6,94,0,0,0,0.3
"Census Tract 8215, Cook County, Illinois",98.6,3.4,95,0,0,0.1,1.4
"Census Tract 8216, Cook County, Illinois",96.5,51.3,39.5,0,0,5.6,3.5
"Census Tract 8217, Cook County, Illinois",99.6,89.5,9.6,0,0,0.5,0.4
"Census Tract 8218, Cook County, Illinois",96.3,73.2,20.1,0.1,0,2.9,3.7
"Census Tract 8219, Cook County, Illinois",100,81.2,15.9,2.1,0,0.8,0
"Census Tract 8220, Cook County, Illinois",99.3,93.4,0.6,0,0,5.3,0.7
"Census Tract 8221.01, Cook County, Illinois",97.5,87.3,3.1,0.4,0,6.8,2.5
"Census Tract 8221.02, Cook County, Illinois",95,72.5,10.6,0.4,0,11.5,5
"Census Tract 8222, Cook County, Illinois",98.6,86,1.7,0,0,10.5,1.4
"Census Tract 8223.01, Cook County, Illinois",96.4,86.7,4,1.1,0,4.6,3.6
"Census Tract 8223.02, Cook County, Illinois",97.5,75.3,9.5,5.9,0,6.6,2.5
"Census Tract 8224, Cook County, Illinois",99.4,91.8,2.7,3.9,0,1.1,0.6
"Census Tract 8225, Cook County, Illinois",98.1,92.1,3.3,1.2,0,1.5,1.9
"Census Tract 8226.01, Cook County, Illinois",97.4,94.3,1.6,1,0,0.5,2.6
"Census Tract 8226.02, Cook County, Illinois",98.7,80,9.3,3.3,0,6.1,1.3
"Census Tract 8227.01, Cook County, Illinois",99.5,85.3,6.9,2.2,0,5.1,0.5
"Census Tract 8227.02, Cook County, Illinois",99.5,75.5,13.8,2.9,0,7.4,0.5
"Census Tract 8228.01, Cook County, Illinois",91.3,81.5,4.6,2,0,3.3,8.7
"Census Tract 8228.02, Cook County, Illinois",99.2,93.2,5.1,0,0,0.9,0.8
"Census Tract 8229, Cook County, Illinois",98.8,87.3,5.7,2,0,3.7,1.2
"Census Tract 8230.01, Cook County, Illinois",97.6,65.3,20.1,4.6,0,7.7,2.4
"Census Tract 8230.02, Cook County, Illinois",97.6,88,3.2,1.4,0.2,4.7,2.4
"Census Tract 8231.01, Cook County, Illinois",98.2,89.1,3.5,2.7,0,2.9,1.8
"Census Tract 8231.02, Cook County, Illinois",99.9,99.4,0.3,0.1,0,0,0.1
"Census Tract 8232, Cook County, Illinois",99.6,93.2,4.2,1,0,0.7,0.4
"Census Tract 8233.02, Cook County, Illinois",98.4,53.3,28.8,0,0,16.4,1.6
"Census Tract 8233.03, Cook County, Illinois",98.6,71.5,10.9,0.6,0,15.5,1.4
"Census Tract 8233.04, Cook County, Illinois",98,73.5,12.3,0.6,0,11.5,2
"Census Tract 8234, Cook County, Illinois",93.1,47,20.6,0,0,25.3,6.9
"Census Tract 8235, Cook County, Illinois",94.6,56.8,12.4,0.8,0,22.6,5.4
"Census Tract 8236.02, Cook County, Illinois",99.4,93.3,2,1.6,0,2.5,0.6
"Census Tract 8236.03, Cook County, Illinois",99,17.2,41.9,0,0,37.4,1
"Census Tract 8236.04, Cook County, Illinois",99.3,95.6,1.8,1.9,0,0,0.7
"Census Tract 8236.05, Cook County, Illinois",98.5,92.9,3.3,2.1,0,0.1,1.5
"Census Tract 8237.02, Cook County, Illinois",98.6,82.4,12.8,1.3,0,2,1.4
"Census Tract 8237.03, Cook County, Illinois",95.6,85.3,0.7,6.6,0,3,4.4
"Census Tract 8237.04, Cook County, Illinois",98.3,89.8,1.1,1.4,0,6,1.7
"Census Tract 8237.05, Cook County, Illinois",98.7,84.5,8.1,0.9,0.1,5,1.3
"Census Tract 8238.01, Cook County, Illinois",95.3,88.9,0.3,5.3,0,0.8,4.7
"Census Tract 8238.03, Cook County, Illinois",97.3,89.6,1.3,5,0,1.5,2.7
"Census Tract 8238.05, Cook County, Illinois",98.6,94.1,1.5,1.7,0,1.4,1.4
"Census Tract 8238.06, Cook County, Illinois",99.4,87.7,6.3,0.5,0,4.9,0.6
"Census Tract 8239.01, Cook County, Illinois",98,86.5,2.8,5.8,0.2,0.2,2
"Census Tract 8239.03, Cook County, Illinois",97.7,94.4,2.2,0,0,1,2.3
"Census Tract 8239.04, Cook County, Illinois",99.6,97.6,0.3,1.8,0,0,0.4
"Census Tract 8240.03, Cook County, Illinois",98.3,96.8,0.2,1.1,0,0.2,1.7
"Census Tract 8240.04, Cook County, Illinois",99.6,93.7,2.1,2.8,0,1,0.4
"Census Tract 8240.05, Cook County, Illinois",97.8,90.7,1.6,1.6,0,3.9,2.2
"Census Tract 8240.06, Cook County, Illinois",98.3,97.9,0,0,0,0.4,1.7
"Census Tract 8241.05, Cook County, Illinois",98.1,93,1.3,3.5,0,0.2,1.9
"Census Tract 8241.06, Cook County, Illinois",94.4,84.7,4.5,5.2,0,0,5.6
"Census Tract 8241.07, Cook County, Illinois",99.4,90.8,5.7,1,0,1.8,0.6
"Census Tract 8241.08, Cook County, Illinois",95.5,78.5,7.2,5.6,0,3.1,4.5
"Census Tract 8241.13, Cook County, Illinois",99.2,93.3,0.7,4.9,0,0.2,0.8
"Census Tract 8241.14, Cook County, Illinois",98.7,87.7,2.6,8.5,0,0,1.3
"Census Tract 8241.15, Cook County, Illinois",98.7,89.2,3.7,3,0,2.5,1.3
"Census Tract 8241.16, Cook County, Illinois",97.2,85.3,0.9,5.8,0,5.3,2.8
"Census Tract 8241.17, Cook County, Illinois",98.4,87.8,2.3,7.5,0,0.8,1.6
"Census Tract 8241.19, Cook County, Illinois",99.6,90.5,1,8.1,0,0,0.4
"Census Tract 8241.20, Cook County, Illinois",98.8,90.9,2.2,5.7,0,0,1.2
"Census Tract 8241.21, Cook County, Illinois",97.9,92.9,3.2,0.9,0,1,2.1
"Census Tract 8241.22, Cook County, Illinois",100,92.7,1.5,2.4,0.4,3.1,0
"Census Tract 8241.23, Cook County, Illinois",98.3,86,3.2,4.6,0,4.5,1.7
"Census Tract 8243, Cook County, Illinois",99.8,4.9,92.4,0.2,0,2,0.2
"Census Tract 8244, Cook County, Illinois",100,57.6,38.8,0,0.3,2.5,0
"Census Tract 8245.03, Cook County, Illinois",99.3,93.3,3,2.1,0,1,0.7
"Census Tract 8245.05, Cook County, Illinois",98.4,87.2,4.1,1.6,0,5.1,1.6
"Census Tract 8245.06, Cook County, Illinois",98.2,90,1.8,4.8,0,1.7,1.8
"Census Tract 8245.07, Cook County, Illinois",97.1,83.6,4.4,2.8,0,5.9,2.9
"Census Tract 8246.01, Cook County, Illinois",97.5,88.9,4.7,0.4,0,3.6,2.5
"Census Tract 8246.02, Cook County, Illinois",99.8,87.6,3.4,1.9,0,6.7,0.2
"Census Tract 8247.01, Cook County, Illinois",96.7,78.4,5.7,1.9,0,10.7,3.3
"Census Tract 8247.02, Cook County, Illinois",89.4,71.2,9.6,1.6,0,5,10.6
"Census Tract 8248, Cook County, Illinois",98.4,55,23.1,0.2,0,19,1.6
"Census Tract 8249, Cook County, Illinois",96.7,26.6,63.7,0,0,6.4,3.3
"Census Tract 8250, Cook County, Illinois",97.4,83.7,7.8,2.9,0,2,2.6
"Census Tract 8252, Cook County, Illinois",96.9,63,12,4.2,0,14.6,3.1
"Census Tract 8253.02, Cook County, Illinois",98.4,85.5,9.7,1.2,0,1.9,1.6
"Census Tract 8253.03, Cook County, Illinois",100,89.5,4.7,0.7,0,5.1,0
"Census Tract 8253.04, Cook County, Illinois",96.4,89.5,0.2,2.4,0,4.2,3.6
"Census Tract 8254, Cook County, Illinois",99.8,86.5,3.8,4.7,0,4.6,0.2
"Census Tract 8255.01, Cook County, Illinois",97.8,17.4,78.8,0,0,1.2,2.2
"Census Tract 8255.03, Cook County, Illinois",98.7,11.3,85.6,0.7,0,1.1,1.3
"Census Tract 8255.04, Cook County, Illinois",99.4,6.4,92.7,0,0,0.3,0.6
"Census Tract 8255.05, Cook County, Illinois",99.1,13,86.1,0,0,0,0.9
"Census Tract 8256, Cook County, Illinois",99.6,14,81.6,0.7,0,3.3,0.4
"Census Tract 8257, Cook County, Illinois",99.1,33.8,59.1,0.5,0,5.5,0.9
"Census Tract 8258.01, Cook County, Illinois",99.8,7.7,90.2,0,0,0,0.2
"Census Tract 8258.02, Cook County, Illinois",96.6,11.8,81.8,1.2,0,0.7,3.4
"Census Tract 8258.03, Cook County, Illinois",99.6,11.8,78.3,0.3,0,9.2,0.4
"Census Tract 8259, Cook County, Illinois",99.8,30.2,66.9,0.2,0,2.6,0.2
"Census Tract 8260, Cook County, Illinois",99.8,32.4,62.2,0,0,4.4,0.2
"Census Tract 8261, Cook County, Illinois",99.2,29.6,65.8,0.2,0,3.7,0.8
"Census Tract 8262.01, Cook County, Illinois",99.3,16.2,82.8,0.1,0,0.2,0.7
"Census Tract 8262.02, Cook County, Illinois",94.3,26.1,67.6,0.1,0,0.5,5.7
"Census Tract 8263.01, Cook County, Illinois",98.2,11.1,86.2,0.5,0,0.3,1.8
"Census Tract 8263.03, Cook County, Illinois",97.9,5.3,91.2,1.3,0,0,2.1
"Census Tract 8263.04, Cook County, Illinois",100,3.5,94.5,0,0,1.9,0
"Census Tract 8264.01, Cook County, Illinois",99.6,7.9,90.1,0,0,1.1,0.4
"Census Tract 8264.02, Cook County, Illinois",98.5,8.3,88.3,0.6,0,1.1,1.5
"Census Tract 8265, Cook County, Illinois",97.6,6.5,90.5,0.5,0,0.1,2.4
"Census Tract 8266, Cook County, Illinois",97.4,3.5,93.3,0.3,0,0.2,2.6
"Census Tract 8267, Cook County, Illinois",96.8,5.3,91.4,0,0,0,3.2
"Census Tract 8268, Cook County, Illinois",98.4,34.4,38.5,0.2,0,23.8,1.6
"Census Tract 8269.01, Cook County, Illinois",99.4,0.7,95.9,0,0,2.9,0.6
"Census Tract 8269.02, Cook County, Illinois",100,1.1,97.1,0.9,0,0.1,0
"Census Tract 8270, Cook County, Illinois",99.7,3.6,91,0.1,0,4.9,0.3
"Census Tract 8271, Cook County, Illinois",98.2,3.2,89,3.3,0,2.7,1.8
"Census Tract 8272, Cook County, Illinois",99.6,25.6,67.4,0.5,0,6,0.4
"Census Tract 8273, Cook County, Illinois",93.2,7.2,76.2,1.6,0,7.8,6.8
"Census Tract 8274, Cook County, Illinois",99.3,2.7,88.9,0.1,0,7.6,0.7
"Census Tract 8275, Cook County, Illinois",98.2,16.6,54.6,0,0,26.8,1.8
"Census Tract 8276, Cook County, Illinois",99.1,1.9,96.7,0,0,0,0.9
"Census Tract 8277, Cook County, Illinois",98.8,18.1,74.9,0.7,0,5,1.2
"Census Tract 8278.01, Cook County, Illinois",99.1,31.6,66,0.8,0.2,0.5,0.9
"Census Tract 8278.02, Cook County, Illinois",98,12.7,83.7,0.3,0,1.4,2
"Census Tract 8278.04, Cook County, Illinois",99.4,13.9,84.2,1.3,0,0,0.6
"Census Tract 8278.05, Cook County, Illinois",100,19.1,80.9,0,0,0,0
"Census Tract 8279.01, Cook County, Illinois",99.5,15.2,83.2,0.9,0,0.2,0.5
"Census Tract 8279.02, Cook County, Illinois",98.9,49.3,46.7,0.2,0,2.5,1.1
"Census Tract 8280, Cook County, Illinois",98.3,52.7,31.2,0.2,0,14.2,1.7
"Census Tract 8281, Cook County, Illinois",99.6,74.8,14.1,2.4,0,8.4,0.4
"Census Tract 8282.01, Cook County, Illinois",98.4,48.9,40.5,1.1,0,7.9,1.6
"Census Tract 8282.02, Cook County, Illinois",97.5,56.3,35.9,2.7,0,2.6,2.5
"Census Tract 8283, Cook County, Illinois",99.2,70.8,24.4,1.2,0,2.7,0.8
"Census Tract 8284.01, Cook County, Illinois",97,64.9,24.8,1.5,0,5.8,3
"Census Tract 8284.02, Cook County, Illinois",99.3,47.3,41.5,0.4,0,9.7,0.7
"Census Tract 8285.03, Cook County, Illinois",98.7,32.3,65,0,0,1.5,1.3
"Census Tract 8285.04, Cook County, Illinois",94.6,29.4,60.1,0.4,0,4.7,5.4
"Census Tract 8285.05, Cook County, Illinois",97.3,50.5,41.4,1.6,0,3.7,2.7
"Census Tract 8285.06, Cook County, Illinois",99.1,35.1,61.8,0.7,0,1.4,0.9
"Census Tract 8286.01, Cook County, Illinois",97.7,75.6,14.3,2,0,5.9,2.3
"Census Tract 8286.02, Cook County, Illinois",91.8,40.3,46.5,1.6,0,3.4,8.2
"Census Tract 8287.01, Cook County, Illinois",99,38.7,56.6,0,0,1.7,1
"Census Tract 8287.02, Cook County, Illinois",97.5,21.7,73.7,0,0,2.2,2.5
"Census Tract 8288.01, Cook County, Illinois",95,47.6,42.2,1.6,0,3.5,5
"Census Tract 8288.02, Cook County, Illinois",96.1,70,22.1,0,0,4,3.9
"Census Tract 8289, Cook County, Illinois",97.8,31.3,38.2,0,0,27.6,2.2
"Census Tract 8290, Cook County, Illinois",99.8,0.8,98.5,0,0,0.2,0.2
"Census Tract 8291, Cook County, Illinois",98.3,36.9,15.2,0,0,44.2,1.7
"Census Tract 8292, Cook County, Illinois",95.7,51.3,23.7,0,0,20.7,4.3
"Census Tract 8293.01, Cook County, Illinois",99.1,51.8,32.9,0.3,0,14.1,0.9
"Census Tract 8293.02, Cook County, Illinois",97.8,15,61.3,0,0,21.6,2.2
"Census Tract 8294.01, Cook County, Illinois",98,2.7,92.2,0,0,2.9,2
"Census Tract 8294.02, Cook County, Illinois",98.7,27.6,68.9,1.8,0,0.3,1.3
"Census Tract 8295, Cook County, Illinois",96.6,51.3,17.6,0,0,27,3.4
"Census Tract 8296, Cook County, Illinois",98,85.2,3.3,4.1,0,5.5,2
"Census Tract 8297, Cook County, Illinois",97.2,19.4,73.5,1,0,3.4,2.8
"Census Tract 8298, Cook County, Illinois",95.9,48.7,43.8,1.9,0,1.4,4.1
"Census Tract 8299.01, Cook County, Illinois",96.4,34.7,57.6,2.3,0,1.7,3.6
"Census Tract 8299.02, Cook County, Illinois",99.5,12.8,84.3,2.4,0,0,0.5
"Census Tract 8300.01, Cook County, Illinois",100,94.6,5,0.4,0,0,0
"Census Tract 8300.03, Cook County, Illinois",98.8,6.4,91.1,0,0,1.2,1.2
"Census Tract 8300.04, Cook County, Illinois",100,10.5,87.7,0,0,1.8,0
"Census Tract 8300.05, Cook County, Illinois",98,23.9,72.1,2,0,0,2
"Census Tract 8300.06, Cook County, Illinois",94.4,41.8,49.7,0.4,0,2.5,5.6
"Census Tract 8300.07, Cook County, Illinois",98.9,19,77.3,2.1,0,0.5,1.1
"Census Tract 8300.08, Cook County, Illinois",97.1,11.5,83.9,1.2,0,0.4,2.9
"Census Tract 8301, Cook County, Illinois",95,17.7,67.6,0.2,0,9.5,5
"Census Tract 8302.01, Cook County, Illinois",97.6,14.9,80.5,1.5,0,0.5,2.4
"Census Tract 8302.02, Cook County, Illinois",97.5,34.9,56.9,0.2,0,5.2,2.5
"Census Tract 8303, Cook County, Illinois",98.3,24.6,73,0,0,0.8,1.7
"Census Tract 8304, Cook County, Illinois",96.9,32.9,62.5,0,0,1.5,3.1
"Census Tract 8305, Cook County, Illinois",99,81.9,0,0,0,17,1
"Census Tract 8306, Cook County, Illinois",96.1,62.7,14.5,6.1,0,11.2,3.9
"Census Tract 8307, Cook County, Illinois",96.2,54.5,35.3,2.8,0.7,2.5,3.8
"Census Tract 8308, Cook County, Illinois",95,77.7,6.8,8.7,0,1.8,5
"Census Tract 8309, Cook County, Illinois",93.4,83.1,2.3,3.6,0,4.2,6.6
"Census Tract 8310, Cook County, Illinois",96.1,81,3.2,9.9,0,2,3.9
"Census Tract 8311, Cook County, Illinois",96.8,79,1.7,4.2,0,11.9,3.2
"Census Tract 8312, Cook County, Illinois",97.6,45.3,4.5,0,0,47.6,2.4
"Census Tract 8313, Cook County, Illinois",90.7,22.4,53.6,0,0,14.4,9.3
"Census Tract 8314, Cook County, Illinois",99.7,15.3,68.4,1.2,0,14.2,0.3
"Census Tract 8315, Cook County, Illinois",98.4,73.4,6.7,4.8,0,13.5,1.6
"Census Tract 8316, Cook County, Illinois",96.4,57.8,7.5,3,0,28.1,3.6
"Census Tract 8317, Cook County, Illinois",94.7,54.6,5.2,6.5,0,28.3,5.3
"Census Tract 8318, Cook County, Illinois",93.9,57.2,4.7,21.1,0,10.9,6.1
"Census Tract 8319, Cook County, Illinois",96.3,84.7,0.7,10.9,0,0,3.7
"Census Tract 8320, Cook County, Illinois",97.7,87.5,2,3.8,0,4.4,2.3
"Census Tract 8321, Cook County, Illinois",98.5,70.8,21.6,4.6,0,0.7,1.5
"Census Tract 8322, Cook County, Illinois",93.9,85.8,2.4,3.7,0,2.1,6.1
"Census Tract 8323, Cook County, Illinois",94.5,79,3.4,9.1,0,3.2,5.5
"Census Tract 8324, Cook County, Illinois",97.6,82.5,2.6,6.4,0,6.1,2.4
"Census Tract 8325, Cook County, Illinois",97.8,88.2,7.2,1.8,0,0.2,2.2
"Census Tract 8326, Cook County, Illinois",96.3,91.4,1.3,3.5,0,0.2,3.7
"Census Tract 8329, Cook County, Illinois",95.7,69.3,3.3,18.9,0,4.2,4.3
"Census Tract 8330, Cook County, Illinois",96,80.1,7.5,7.4,0.4,0.6,4
"Census Tract 8331, Cook County, Illinois",98.1,69.8,13.3,14.3,0,0.8,1.9
"Census Tract 8333, Cook County, Illinois",97.3,55.7,7.5,32.5,0,1.6,2.7
"Census Tract 8339, Cook County, Illinois",99.5,36.7,52.7,0,0,9.9,0.5
"Census Tract 8340, Cook County, Illinois",99.6,1.6,96.9,1.1,0,0,0.4
"Census Tract 8342, Cook County, Illinois",99.6,2.5,97.1,0,0,0,0.4
"Census Tract 8343, Cook County, Illinois",99.1,1.5,96.6,1,0,0.1,0.9
"Census Tract 8344, Cook County, Illinois",96.8,2.8,93,0.7,0,0,3.2
"Census Tract 8345, Cook County, Illinois",93.6,0,93.3,0,0,0.3,6.4
